Case No,Division,Water District,Waterbody Name,Waterbody Type,Appropriation Type,Appropriation Date,Prior Adjudication Date,WDID,Upper Terminus,UT UTM East,UT UTM North,Lower Terminus,LT UTM East,LT UTM North,Lake UTM North,Lake UTM East,Location,Length,Flow Amounts,Volume in AF,County,Watershed
92CW0081,6,44,Indian Run,Stream,New Appropriation,09/16/1992,,4401453,headwaters in vicinity of,295716.22,4454228.27,confl Beaver Creek at,294034.06,4460422.34,,,"(40.268889, -107.421667)",4.3,"0.75 (3/16 - 7/15), 0.25 (7/16 - 3/15)",,Rio Blanco,Upper Yampa
84CW0407,4,40,Robinson Creek,Stream,New Appropriation,05/04/1984,,4002354,headwaters in,301364.93,4289936.08,confl Coal Creek in,299130.20,4298730.06,,,"(38.814458, -107.313567)",7.3,5 (1/1 - 12/31),,Gunnison,North Fork Gunnison
85CW0421,1,3,North Lone Pine Creek,Stream,New Appropriation,11/08/1985,,0302133,confl Beartrap Creek at,447212.68,4520879.82,confl SF Lone Pine Creek at,462768.96,4515309.69,,,"(40.787778, -105.440556)",11,1.5 (1/1 - 12/31),,Larimer,Cache La Poudre
15CW3079,4,40,Alkali Creek,Stream,New Appropriation,01/26/2015,,4004048,headwaters in the vicinity of,225994.21,4309953.35,confl Lone Starr Ditch hdgt at,226092.99,4303235.00,,,"(38.835278, -108.155556)",5.1,"2 (5/16 - 7/31), 1.5 (8/1 - 8/31), 0.8 (9/1 - 10/31), 0.3 (11/1 - 5/15)",,Delta,Lower Gunnison
77W4676,2,13,Macey Creek,Stream,New Appropriation,11/15/1977,,1303000,headwaters in vicinity of,449860.79,4206043.01,Forest Service boundary at,454436.28,4209333.03,,,"(38.030556, -105.518611)",4,2 (1/1 - 12/31),,Custer,Arkansas Headwaters
89CW0208,1,4,Cascade Creek,Stream,New Appropriation,11/14/1989,,0402107,headwaters in,462890.36,4487915.17,confl Buckhorn Creek in,461945.55,4491267.40,,,"(40.571308, -105.449581)",2.4,"0.25 (11/1 - 4/30), 1 (5/1 - 8/31), 0.5 (9/1 - 10/31)",,Larimer,Big Thompson
79CW0193,1,23,Quartzville Creek,Stream,New Appropriation,03/14/1979,,2302114,headwaters in,404460.12,4355706.24,confl MF S Platte River in,408881.02,4353818.08,,,"(39.328983, -106.057183)",3,2 (1/1 - 12/31),,Park,South Platte Headwaters
83CW0210,4,59,Bear Creek,Stream,New Appropriation,07/07/1983,,5901408,headwaters in vicinity of,346589.47,4304776.07,confl Deadman Gulch at,347155.56,4299748.76,,,"(38.833333, -106.760278)",3.5,2.5 (1/1 - 12/31),,Gunnison,East-Taylor
84CW0268,7,34,East Mancos River,Stream,New Appropriation,07/13/1984,,3401902,headwaters in vicinity of,226244.07,4146401.90,confl Mancos River in,211711.52,4139487.70,,,"(37.357353, -108.254897)",11.7,2 (1/1 - 12/31),,Montezuma,Mancos
80CW0070,2,13,Lake Creek,Stream,New Appropriation,05/07/1980,,1303012,confl N & S Lake Creeks at,441142.58,4234988.57,confl Texas Creek in,447207.76,4239698.60,,,"(38.303825, -105.603792)",4.8,5 (1/1 - 12/31),,"Custer, Fremont",Arkansas Headwaters
04CW0157,4,40,Dyke Creek,Stream,New Appropriation,01/28/2004,,4006234,outlet unnamed lake at,269381.90,4331572.57,hdgt Bell Ranch Div #1 at,276469.93,4332473.58,,,"(39.112778, -107.584722)",5.2,"3.2 (5/1 - 8/15), 1.5 (8/16 - 10/31), 1 (11/1 - 4/30)",,Delta,North Fork Gunnison
79CW0168,5,51,Williams Fork,Stream,New Appropriation,05/18/1979,,5102033,confl Steelman Creek at,420711.33,4403639.62,a point located at,417381.43,4403317.23,,,"(39.775833, -105.964167)",2.4,"2.5 (10/1 - 4/30), 5 (5/1 - 9/30)",,Grand,Colorado Headwaters
10CW0128,4,62,Willow Creek,Stream,New Appropriation,01/26/2010,,6201846,confl Sugar Creek at,321097.92,4255177.26,confl Blue Mesa Reservoir at,319984.10,4260066.22,,,"(38.470833, -107.063611)",3.59,"2.3 (4/1 - 6/30), 0.5 (7/1 - 3/31)",,Gunnison,Upper Gunnison
77W1337,6,57,Trout Creek,Stream,New Appropriation,09/23/1977,,5702070,headwaters in,320665.97,4439647.32,confl Sheriff Res at,318067.16,4445764.68,,,"(40.1425, -107.135556)",2,5 (1/1 - 12/31),,Rio Blanco,Upper Yampa
75W2774,5,38,Middle Thompson Creek,Stream,New Appropriation,07/09/1975,,3802031,headwaters in,294829.73,4351224.31,confl Thompson Creek in,304430.63,4352923.04,,,"(39.303617, -107.268128)",8,"3 (10/1 - 4/30), 9 (5/1 - 9/30)",,Pitkin,Roaring Fork
80CW0112,4,59,Ohio Creek,Stream,New Appropriation,03/17/1980,,5901494,headwaters in vicinity of,318756.18,4299438.99,confl Castle Creek at,320988.11,4293054.93,,,"(38.768056, -107.059722)",5.2,3 (1/1 - 12/31),,Gunnison,Upper Gunnison
84CW0394,4,62,West Fork Cimarron River,Stream,New Appropriation,05/04/1984,,6201366,headwaters in vicinity of,277173.64,4218270.63,confl Silver Jack Res at,277269.72,4233137.69,,,"(38.221111, -107.543333)",10.4,2 (1/1 - 12/31),,"Gunnison, Hinsdale",Upper Gunnison
77W1339,6,57,Sand Creek,Stream,New Appropriation,09/23/1977,,5702060,headwaters in,321881.88,4441306.43,confl Sheriff Res at,318158.77,4446414.27,,,"(40.148611, -107.134167)",3.5,4 (1/1 - 12/31),,Rio Blanco,Upper Yampa
02/1/ACQ-02B,1,3,Little Beaver Creek,Stream,Acquisition,12/31/1888,09/10/1953 12:00:00 AM,,confl NF Little Beaver Creek in,454954.54,4497287.48,confl SF Cache la Poudre River at,455705.55,4497098.47,,,"(40.623611, -105.523333)",8,"0.85 (5/1 - 9/30), 45.8 (1/1 - 4/4)",,Larimer,Cache La Poudre
90CW0193,1,6,Boulder Creek,Stream,Acquisition,11/15/1859,,0602125,confl N & M Boulder Creeks in,465354.82,4428316.02,75th Street bridge in,484780.45,4433504.99,,,"(40.051647, -105.178433)",16.5,0.451 (5/1 - 10/15),,Boulder,St. Vrain
98CW0155,2,11,North Halfmoon Creek,Stream,New Appropriation,05/11/1998,,1103068,outlet lower Halfmoon Lake at,371011.10,4337537.78,confl Halfmoon Creek at,372782.56,4335250.86,,,"(39.157222, -106.471944)",2,"1 (4/1 - 5/31), 3 (6/1 - 10/31), 1 (11/1 - 12/31), 0.9 (1/1 - 3/31)",,Lake,Arkansas Headwaters
11CW0152,5,51,Fraser River,Stream,Acquisition,,,,Confluence of Strawberry Creek,,,Confluence of Colorado River,,,,,,6.71,"90 (5/15 - 9/15), 19 (9/16 - 5/14), 120 (4/1 - 9/30), 100 (10/1 - 3/31)",,Grand,Colorado Headwaters
98CW0162,2,12,Barnard Creek,Stream,New Appropriation,01/29/1998,,1203022,confl Spring Creek at,481284.78,4292391.27,confl Fourmile Creek at,476993.54,4289153.24,,,"(38.750556, -105.264167)",4.1,"2.4 (5/1 - 10/31), 0.8 (11/1 - 4/30)",,Teller,Upper Arkansas
11CW0152,5,51,Ranch Creek,Stream,Acquisition,,,,Confluence of Dribble Creek,,,Confluence of North Ranch Creek,,,,,,0.19,"3 (5/15 - 9/15), 2 (9/16 - 5/14), 10 (1/1 - 12/31)",,Grand,Colorado Headwaters
W-3614-76,3,20,"SAN FRANCISCO LAKE, LOWER EAST",Lake,New Appropriation,03/17/1976,,3602001,na,,,na,,,4150150.07,374364.04,"(37.489722, -106.420556)",,,41,Rio Grande,Alamosa-Trinchera
80CW0383,4,62,West Fork Cebolla Creek,Stream,New Appropriation,09/09/1980,,6201292,headwaters in vicinity of,302729.34,4202210.56,confl EF Cebolla Creek at,309669.74,4204281.75,,,"(37.966944, -107.166111)",6,2 (1/1 - 12/31),,Hinsdale,Upper Gunnison
80CW0086,4,28,Quartz Creek,Stream,New Appropriation,03/17/1980,,2801100,confl Gold Creek in,359477.35,4269753.14,confl Tomichi Creek in,349219.95,4262762.02,,,"(38.500467, -106.729122)",9.6,5 (1/1 - 12/31),,Gunnison,Tomichi
76W0959,6,58,Fish Creek,Stream,Acquisition,07/04/1963,,5801348,hdgt Mt Werner Pipeline in,348975.29,4482163.79,confl Yampa River in,344888.82,4481181.45,,,"(40.466836, -106.829617)",4.8,1 (1/1 - 12/31),,Routt,Upper Yampa
94CW0049,3,20,Pinos Creek,Stream,New Appropriation,03/09/1994,,2001889,confl WF & EF Pinos Creek in,368924.97,4158384.17,confl Bennett Creek in,372013.93,4161478.01,,,"(37.591475, -106.449697)",2.9,"5.5 (4/1 - 10/15), 2.5 (10/16 - 3/31)",,Rio Grande,Alamosa-Trinchera
14CW3092,4,42,East Creek,Stream,New Appropriation,01/28/2014,,4200927,East Creek Ditch hdgt at,200178.68,4319600.29,confl Gunnison River at,200698.38,4319826.49,,,"(38.976389, -108.455)",0.37,1.6 (3/15 - 5/31),,Mesa,Lower Gunnison
84CW0296,7,71,Taylor Creek,Stream,New Appropriation,07/13/1984,,7101918,headwaters in vicinity of,220774.05,4170680.06,confl Dolores River at,211360.28,4162845.24,,,"(37.5675, -108.267222)",8.4,1 (1/1 - 12/31),,"Dolores, Montezuma",Upper Dolores
84CW0168,3,20,Weminuche Creek,Stream,New Appropriation,08/16/1982,,2001849,headwaters in vicinity of,292309.21,4173809.93,confl Rio Grande Res at,298487.33,4177042.58,,,"(37.718333, -107.286111)",5.2,4 (1/1 - 12/31),,Hinsdale,Rio Grande Headwaters
11CW0152,5,51,Saint Louis Creek,Stream,Acquisition,,,,Denver Water Diversion at St. Louis Creek,,,Confluence of Iron Creek,,,,,,0.77,"10 (5/15 - 9/15), 2 (9/16 - 5/14)",,Grand,Colorado Headwaters
W-1065-76,6,47,MARTHA LAKE,Lake,New Appropriation,03/17/1976,,4704363,na,,,na,,,4491089.67,357434.32,"(40.558333, -106.683333)",,,102,Jackson,North Platte Headwaters
11CW0152,5,51,Byers Creek,Stream,Acquisition,,,,Denver Water Diversion at Byers Creek,422883.36,4414435.16,Confluence of St. Louis Creek,,,,,"(39.876464, -105.901803)",0.25,,,Grand,Colorado Headwaters
87CW0045,7,29,East Fork San Juan River,Stream,New Appropriation,05/15/1987,,2901913,confl Bear and Crater Creeks at,348647.13,4141440.00,confl Lane Creek in,340658.24,4142422.07,,,"(37.414903, -106.800589)",5.5,"12 (4/1 - 8/31), 6 (9/1 - 3/31)",,Mineral,Upper San Juan
95CW0260,1,6,South Fork Middle Boulder Creek,Stream,New Appropriation,07/24/1995,,0602131,outlet Betty Lake at,441827.65,4422322.93,confl Jasper Creek at,447303.50,4422919.98,,,"(39.954722, -105.616389)",3.8,"1.5 (10/16 - 4/14), 4 (4/15 - 10/15)",,Boulder,St. Vrain
W-3370-77,4,62,COOPER LAKE,Lake,New Appropriation,05/12/1976,,6207326,na,,,na,,,4206312.22,284520.93,"(37.978889, -107.452778)",,,210,Hinsdale,Upper Gunnison
77W3652F,5,43,Big Beaver Creek,Stream,New Appropriation,11/15/1977,,4302311,confl East Beaver Creek in,274358.95,4434985.97,confl Lake Avery Res in,274169.93,4429585.94,,,"(39.986283, -107.644933)",3.5,2 (1/1 - 12/31),,Rio Blanco,Upper White
80CW0541,5,38,MEXICAN CUT POND # 9,Lake,New Appropriation,03/17/1980,,3803768,na,,,na,,,4322258.53,321182.06,"(39.031111, -107.065278)",,,0.12,Gunnison,Roaring Fork
82CW0148,2,13,North Colony Creek,Stream,New Appropriation,06/03/1982,,1303017,outlet of North Colony Lakes at,451813.02,4204591.20,Forest Service boundary in,455352.44,4207322.91,,,"(38.012489, -105.508614)",3.1,0.5 (1/1 - 12/31),,Custer,Arkansas Headwaters
80CW0388,4,62,Deer Creek,Stream,New Appropriation,09/09/1980,,6201260,headwaters in vicinity of,304137.38,4211249.68,confl Mill Creek at,309139.40,4210547.60,,,"(38.0225, -107.173889)",3.4,1.5 (1/1 - 12/31),,Hinsdale,Upper Gunnison
77W1320,6,58,Coal Creek,Stream,New Appropriation,09/23/1977,,5802214,confl E & W Coal Creeks in,325203.02,4436765.49,confl Bear River in,326322.58,4435898.72,,,"(40.055453, -107.036225)",1,5 (1/1 - 12/31),,"Garfield, Routt",Upper Yampa
77W4669,2,11,North Fork Clear Creek,Stream,New Appropriation,11/30/1976,,1103007,headwaters in vicinity of,368890.02,4312685.85,confl Clear Creek at,375152.68,4315974.89,,,"(38.985833, -106.441111)",5,8 (1/1 - 12/31),,Chaffee,Arkansas Headwaters
W-3324-77,4,68,COMO LAKE,Lake,New Appropriation,01/19/1977,,6803649,na,,,na,,,4200495.78,269289.75,"(37.922778, -107.624167)",,,103,San Juan,Uncompahgre
W-3045-76,5,36,"SLATE LAKE #1, LOWER",Lake,New Appropriation,01/14/1976,,3603593,na,,,na,,,4400022.43,393462.23,"(39.741667, -106.241667)",,,350,Summit,Blue
08CW0057,2,11,Lake Fork Stream,Stream,New Appropriation,01/23/2008,,1103090,headwaters in the vicinity of,383056.18,4268877.50,highwater mark of Boss Lake at,384830.84,4268238.95,,,"(38.554167, -106.321111)",1.5,"1.75 (5/1 - 7/31), 0.75 (8/1 - 9/30), 0.2 (10/1 - 4/30)",,Chaffee,Arkansas Headwaters
W-3815-77,3,25,"CRESTONE LAKE, NORTH",Lake,New Appropriation,03/09/1977,,2503501,na,,,na,,,4207900.10,446650.25,"(38.017222, -105.607222)",,,1280,Saguache,San Luis
W-4336-75,2,11,ALAN LAKE,Lake,New Appropriation,09/10/1975,,1103930,na,,,na,,,4316787.45,369997.00,,,,449,Chaffee,Clear
84CW0158,3,20,Rat Creek,Stream,New Appropriation,08/16/1982,,2001812,headwaters in vicinity of,324018.42,4202557.33,confl Miners Creek at,327382.41,4190075.35,,,"(37.841944, -106.961389)",8.7,2 (1/1 - 12/31),,Mineral,Rio Grande Headwaters
W-3073-76,5,38,AMERICAN LAKE,Lake,New Appropriation,01/14/1976,,3803804,na,,,na,,,4324616.74,341681.52,"(39.055556, -106.829167)",,,53,Pitkin,Roaring Fork
90CW0193,1,6,Boulder Creek,Stream,Acquisition,02/09/1904,,0602100,confl N & M Boulder Creeks in,465354.82,4428316.02,75th Street bridge in,484780.45,4433504.99,,,"(40.051647, -105.178433)",16.5,1.5 (11/1 - 4/30),,Boulder,St. Vrain
84CW0418,4,40,West Leroux Creek,Stream,New Appropriation,05/04/1984,,4002363,confl unnamed tributary in,262623.76,4322305.47,confl East Leroux Creek in,262949.72,4316389.44,,,"(38.964425, -107.735972)",3.9,1 (1/1 - 12/31),,Delta,North Fork Gunnison
W-1080-76,6,58,PRISTINE LAKE,Lake,New Appropriation,03/17/1976,,5804374,na,,,na,,,4505645.80,357619.15,"(40.689444, -106.684444)",,,267,Routt,Upper Yampa
90CW0294,5,51,Tenmile Creek,Stream,New Appropriation,11/27/1990,,5102107,outlet F W Linke Reservoir in,420263.46,4432720.08,confl Fraser River in,418768.41,4437464.16,,,"(40.083536, -105.952792)",6,"4 (4/1 - 8/31), 2 (9/1 - 3/31)",,Grand,Colorado Headwaters
W-2966-76,5,38,YULE LAKE #4,Lake,New Appropriation,01/14/1976,,3803906,na,,,na,,,4321413.65,315027.03,"(39.022222, -107.136111)",,,29,Gunnison,Roaring Fork
06CW0173,4,68,West Fork Spring Creek,Stream,New Appropriation,01/25/2006,,6801501,headwaters in vicinity of,230426.95,4242005.90,confl Spring Creek at,237550.95,4246396.69,,,"(38.327222, -108.001944)",5.39,"1.4 (4/1 - 10/31), 0.8 (11/1 - 3/31)",,Ouray,Uncompahgre
86CW0179,1,7,Chicago Creek,Stream,New Appropriation,03/13/1986,,0702115,confl West Chicago Creek at,447050.63,4393921.38,confl Clear Creek at,455373.09,4399043.28,,,"(39.74, -105.520278)",6.5,3.5 (1/1 - 12/31),,Clear Creek,Clear
W-4347-75,2,11,TIMBERLINE LAKE,Lake,New Appropriation,09/10/1975,,1103948,na,,,na,,,4350642.85,372757.50,"(39.295833, -106.475)",,,868,Lake,Arkansas Headwaters
W-3058-76,5,38,SAWYER LAKE,Lake,New Appropriation,01/14/1976,,3803868,na,,,na,,,4345701.86,357660.20,"(39.25, -106.647222)",,,214,Pitkin,Roaring Fork
W-3026-76,5,37,MULHALL LAKE #1,Lake,New Appropriation,01/14/1976,,3703570,na,,,na,,,4363647.29,371271.71,"(39.4125, -106.495833)",,,25,Eagle,Eagle
79CW0130,2,79,Central Branch,Stream,New Appropriation,03/14/1979,,7903004,headwaters in vicinity of,459478.09,4166046.47,confl Huerfano River at,462898.15,4169427.51,,,"(37.671389, -105.42)",3,0.5 (1/1 - 12/31),,Huerfano,Huerfano
85CW0627,5,36,North Fork Swan River,Stream,New Appropriation,11/08/1985,,3602019,headwaters in vicinity of,423308.15,4378188.16,confl M Fork Swan River at,418581.06,4374107.12,,,"(39.512778, -105.946667)",4.5,2 (1/1 - 12/31),,Summit,Blue
82CW0210,3,21,Treasure Creek,Stream,New Appropriation,10/07/1982,,2100655,headwaters at natural lake at,349701.46,4135611.24,confl Cascade Creek at,356552.39,4136300.06,,,"(37.362222, -106.619444)",4.9,"5 (10/1 - 4/30), 10 (5/1 - 9/30)",,"Archuleta, Conejos",Alamosa-Trinchera
95CW0255,1,7,Mill Creek,Stream,New Appropriation,11/06/1995,,0702122,outlet Bill Moore Lake at,439239.61,4406257.60,confl Clear Creek at,448452.11,4401787.82,,,"(39.764444, -105.601111)",6.9,"3.25 (8/16 - 9/15), 4.75 (4/15 - 8/15), 1 (9/16 - 4/14)",,Clear Creek,Clear
12CW0035,3,25,Elkhorn Gulch,Stream,New Appropriation,01/24/2012,,2500937,USFS-BLM Boundary at,400496.97,4237696.56,confl Kerber Creek at,400028.37,4237783.91,,,"(38.2825, -106.143056)",0.32,"1.05 (4/15 - 7/31), 0.55 (8/1 - 4/14)",,Saguache,San Luis
W-4454-76,2,13,"COLONY LAKE, SOUTH, UPPER",Lake,New Appropriation,01/14/1976,,1303510,na,,,na,,,4202483.24,449919.84,"(37.968056, -105.568056)",,,98,Custer,Arkansas Headwaters
73W1951,5,38,Cunningham Creek,Stream,New Appropriation,07/12/1973,,3802035,hdgt Fry-Ark Project div at,366867.60,4355185.83,confl NF Fryingpan River at,362804.87,4356349.11,,,"(39.345556, -106.591667)",3.2,"0.5 (10/1 - 3/31), 1 (4/1 - 9/30)",,Pitkin,Roaring Fork
73W1946,5,38,Carter Creek,Stream,New Appropriation,07/12/1973,,3802014,hdgt Fry-Ark Project div in,367014.88,4358419.14,confl NF Fryingpan River in,366327.87,4357992.14,,,"(39.36105, -106.551583)",1,"1 (10/1 - 3/31), 2 (4/1 - 9/30)",,Eagle,Roaring Fork
80CW0538,5,38,MEXICAN CUT POND #16,Lake,New Appropriation,03/17/1980,,3803771,na,,,na,,,4321954.06,321006.73,"(39.028333, -107.067222)",,,0.54,Gunnison,Roaring Fork
77W1374,6,58,Middle Fork Elk River,Stream,New Appropriation,09/23/1977,,5802277,confl Gold & Gilpin Creeks at,354936.38,4516102.48,confl NF Elk River in,350233.15,4514737.89,,,"(40.769978, -106.774586)",3,12 (1/1 - 12/31),,Routt,Upper Yampa
82CW0253,4,28,Nutras Creek,Stream,New Appropriation,06/03/1982,,2801062,headwaters in vicinity of,330767.48,4209353.33,confl Cochetopa Creek at,341463.57,4213595.32,,,"(38.056389, -106.806389)",7.7,2.5 (1/1 - 12/31),,Saguache,Tomichi
97CW0275,5,37,West Brush Creek,Stream,New Appropriation,09/22/1997,,3702069,headwaters in vicinity of,354714.18,4367117.07,inlet Sylvan Lake in,351234.76,4370779.43,,,"(39.473753, -106.729547)",3.5,"4 (4/15 - 9/14), 1.5 (9/15 - 4/14)",,Eagle,Eagle
86CW0207,5,51,Kinney Creek,Stream,New Appropriation,03/14/1986,,5102057,headwaters in vicinity of,404504.51,4446549.34,confl McQuery Creek in,409496.30,4439523.21,,,"(40.101139, -106.061819)",5.9,1 (1/1 - 12/31),,Grand,Colorado Headwaters
W-1537-76,7,31,IRVING LAKE,Lake,New Appropriation,05/12/1976,,3103910,na,,,na,,,4163568.87,279104.15,"(37.591111, -107.501389)",,,87,La Plata,Upper San Juan
77W3626,5,37,West Brush Creek,Stream,New Appropriation,07/27/1977,,3702045,outlet Sylvan Lake in,350823.13,4371427.30,confl E Brush Creek in,349148.13,4378277.25,,,"(39.540917, -106.755494)",5,8 (1/1 - 12/31),,Eagle,Eagle
81CW0298,6,47,Little Grizzly Creek,Stream,New Appropriation,12/03/1981,,4702088,headwaters in vicinity of,360001.94,4489934.85,hdgt Jennie Ditch at,363984.76,4490664.11,,,"(40.555833, -106.605833)",3.1,4 (1/1 - 12/31),,Jackson,North Platte Headwaters
84CW0362,4,59,Slaughterhouse Creek,Stream,New Appropriation,05/04/1984,,5901558,headwaters in vicinity of,368728.22,4290453.07,confl West Willow Creek at,370784.62,4289987.65,,,"(38.75, -106.486389)",1.3,0.5 (1/1 - 12/31),,Gunnison,East-Taylor
92CW0281,5,38,Snowmass Creek,Stream,New Appropriation,09/15/1992,,3802040,confl Capitol Creek in,329209.63,4353246.04,confl Roaring Fork River in,328831.63,4355479.07,,,"(39.331806, -106.985958)",1.4,10.5 (4/1 - 10/15),,Pitkin,Roaring Fork
03CW0275,5,38,Thompson Creek,Stream,New Appropriation,01/22/2003,,3802032,confl N & S Thompson Creek at,305185.62,4354022.07,hdgt Northside Thompson D at,308706.90,4355979.46,,,"(39.332222, -107.218889)",2.8,"12.4 (4/1 - 7/14), 4.3 (7/15 - 3/31)",,Pitkin,Roaring Fork
W-3356-77,4,28,"LAMPHIER LAKE, LOWER",Lake,New Appropriation,05/12/1976,,2803640,na,,,na,,,4282016.41,361933.73,,,,7,Gunnison,Tomichi
W-3006-76,5,37,MISSOURI LAKE #4,Lake,New Appropriation,01/14/1976,,3703568,na,,,na,,,4362157.76,369528.32,"(39.397222, -106.513889)",,,25,Eagle,Eagle
W-1083-76,6,47,BUNDY LAKE,Lake,New Appropriation,05/12/1976,,4704342,na,,,na,,,4473018.01,386071.80,"(40.4, -106.341944)",,,9,Jackson,North Platte Headwaters
77W1278,6,58,English Creek,Stream,New Appropriation,09/23/1977,,5802220,headwaters in vicinity of,353804.08,4518538.47,confl NF Elk River at,350366.32,4516187.48,,,"(40.783333, -106.772222)",3,3 (1/1 - 12/31),,Routt,Upper Yampa
W-4304-75,2,11,PTARMIGAN LAKE,Lake,New Appropriation,07/09/1975,,1103953,na,,,na,,,4292969.68,379735.91,,,,479,Chaffee,Arkansas Headwaters
W-3301-77,4,40,PECKS #1 LAKE,Lake,New Appropriation,03/09/1977,,4003639,na,,,na,,,4327237.28,256377.26,"(39.060278, -107.815)",,,30,Delta,Lower Gunnison
W-3312-77,4,59,"ANGEL LAKE, UPPER",Lake,New Appropriation,01/19/1977,,5903717,na,,,na,,,4315180.59,317770.46,"(38.966667, -107.102778)",,,13,Gunnison,East-Taylor
90CW0308,5,51,Fraser River,Stream,New Appropriation,11/27/1990,,5102113,confl Ranch Creek in,428220.55,4427889.00,confl Crooked Creek at,427627.48,4428708.02,,,"(40.005556, -105.847222)",0.7,"17 (5/15 - 9/15), 11 (9/16 - 5/14)",,Grand,Colorado Headwaters
W-4469-76,2,13,"LAKE OF THE CLOUDS, MID",Lake,New Appropriation,01/14/1976,,1303524,na,,,na,,,4220848.88,442741.90,"(38.133333, -105.655556)",,,43,Custer,Arkansas Headwaters
00CW0132,5,39,Second Anvil Creek,Stream,New Appropriation,01/26/2000,,3902014,headwaters in vicinity of,249694.53,4383203.16,confl EF Parachute Creek at,246713.01,4383982.98,,,"(39.568056, -107.947778)",2,"0.1 (9/1 - 3/14), 0.2 (3/15 - 4/14), 0.7 (4/15 - 6/30), 0.2 (7/1 - 8/31)",,Garfield,Parachute-Roan
84CW0642,1,80,Bruno Gulch,Stream,New Appropriation,01/06/1984,,8002107,headwaters in vicinity of,429695.23,4376461.10,confl Geneva Ck at,437522.31,4374361.03,,,"(39.516667, -105.726389)",5.5,2 (1/1 - 12/31),,Park,Upper South Platte
W-3190-76,5,51,CRATER LAKE,Lake,New Appropriation,03/17/1976,,5102044,na,,,na,,,4436387.14,443353.93,"(40.077778, -105.661111)",,,780,Grand,Colorado Headwaters
09CW0062,5,50,Troublesome Creek,Stream,New Appropriation,01/27/2009,,5002060,confl Rabbit Ears Creek at,387876.08,4457744.28,hdgt Pickering Ditch at,388227.14,4453778.31,,,"(40.226944, -106.313889)",3,"9.3 (4/1 - 10/31), 5.9 (11/1 - 3/31)",,Grand,Colorado Headwaters
80CW0018,5,38,Hunter Creek,Stream,Acquisition,10/09/1957,,3802113,hdgt Hunter Cr Flume & PL in,346378.11,4341435.69,confl Roaring Fork River at,342757.69,4340178.96,,,"(39.197222, -106.820556)",2.6,0.02 (1/1 - 12/31),,Pitkin,Roaring Fork
80CW0212,1,8,West Creek,Stream,New Appropriation,05/07/1980,,0802110,headwaters in,485226.35,4316093.16,confl Trail Creek in,486202.19,4331847.38,,,"(39.135697, -105.159647)",13.4,1.5 (1/1 - 12/31),,"Douglas, Teller",Upper South Platte
77W1303,6,58,Walton Creek,Stream,New Appropriation,09/23/1977,,5801354,headwaters in,360668.98,4471225.60,Walton Creek Campground at,356992.59,4471581.21,,,"(40.3825, -106.684167)",1.5,3 (1/1 - 12/31),,"Grand, Routt",Upper Yampa
18CW3039,6,43,Hahn Creek,Stream,New Appropriation,01/22/2018,,,headwaters in the vicinity of,285101.12,4445142.66,confl Lost Creek at,290147.03,4441691.21,,,"(40.099369, -107.461897)",4.71,"0.75 (11/01 - 04/30), 2.6 (05/01 - 08/31), 1.6 (09/01 - 10/31)",,Rio Blanco,Upper White
80CW0034,7,29,Silver Creek,Stream,New Appropriation,01/30/1980,,2901910,headwaters in vicinity of,346864.10,4144721.12,confl EF San Juan River at,343244.19,4142896.09,,,"(37.419444, -106.773611)",2.5,2 (1/1 - 12/31),,Mineral,Upper San Juan
98CW0234,4,68,Dallas Creek,Stream,New Appropriation,07/13/1998,,6801447,confl E & W Forks Dallas Cr in,253036.52,4224904.05,confl Ridgway Reservoir in,259353.18,4230594.56,,,"(38.191161, -107.747833)",5.8,"9 (10/15 - 4/30), 20 (5/1 - 10/14)",,Ouray,Uncompahgre
77W1371,6,58,Granite Creek,Stream,New Appropriation,09/23/1977,,5802234,headwaters in vicinity of,359563.99,4483922.58,confl Fish Creek Res at,356408.90,4484010.53,,,"(40.494444, -106.693889)",2,4 (1/1 - 12/31),,Routt,Upper Yampa
92CW0076,6,44,Williams Fork,Stream,New Appropriation,09/16/1992,,4401448,confl SF & EF Williams Fork in,295142.05,4465857.35,confl Morapos Creek in,278266.10,4472325.51,,,"(40.372033, -107.611722)",16,"30 (5/1 - 9/30), 14 (10/1 - 4/30)",,"Moffat, Routt",Upper Yampa
84CW0379,4,59,Red Creek,Stream,New Appropriation,05/04/1984,,5901499,confl W Fk Red Creek at,307592.84,4270658.46,confl Blue Mesa Res at,305437.15,4261255.08,,,"(38.478611, -107.230278)",6.6,1.5 (1/1 - 12/31),,Gunnison,Upper Gunnison
78W9264,1,80,Duck Creek,Stream,New Appropriation,01/19/1978,,8002102,outlet Duck Lake at,437689.51,4381146.16,confl Geneva Creek in,437049.32,4375661.04,,,"(39.528294, -105.732456)",4,0.5 (1/1 - 12/31),,"Clear Creek, Park",Upper South Platte
77W4645,2,11,Halfmoon Creek,Stream,New Appropriation,01/19/1977,,1103048,confl S Halfmoon Creek at,374371.03,4334458.74,confl Lake Fork Creek in,382928.46,4340173.41,,,"(39.202942, -106.35585)",7,7 (1/1 - 12/31),,Lake,Arkansas Headwaters
W-8378-76,1,6,BETTY LAKE,Lake,New Appropriation,03/17/1976,,0602101,na,,,na,,,4422366.15,441888.30,"(39.949444, -105.679722)",,,47,Boulder,St. Vrain
